Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
SRX2722015	3417689	2843453	1141	146825	0	0	0	0	32119	0	0	0	0	238772	123563	31816	83.19812013322453						SRX2722015_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3417689.0	0.0	20-101	34.0	27.457380759856733	99.17810134274944	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	3424504	1548115	3424504	345874904	2546278	341028781	1.4011201575931629	0.0718	0.1212	0.8069		
SRX2722016	3636707	2987836	968	179003	0	0	0	0	33434	0	0	0	0	265132	138038	32296	82.15773225613171						SRX2722016_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3636707.0	0.0	20-101	34.0	26.15485152143393	99.1198103119113	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	3643857	1660430	3643857	368029557	2864629	362654492	1.4604981849324672	0.0481	0.0945	0.8573		
SRX2722017	3869151	3179072	911	215979	0	0	0	0	36304	0	0	0	0	268326	131869	36690	82.16458856219361						SRX2722017_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3869151.0	0.0	20-101	35.0	23.02445322433309	99.75264702773296	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	3877312	1738111	3877312	391608512	3120138	385854820	1.4692458983118324	0.0561	0.1227	0.8212		
SRX2722018	4484049	3691113	1434	213250	0	0	0	0	44302	0	0	0	0	344586	149210	40154	82.31651795062899						SRX2722018_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4484049.0	0.0	20-101	35.0	20.70185479843889	99.76344950735373	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	4492464	1477431	4492464	453738864	281028	451317576	0.5336302865165193	0.0507	0.1202	0.8292		
SRX3489448	5074248	3136969	1155012	140919	0	0	0	0	2169	0	0	0	0	497603	135343	6233	61.821357568648594						SRX3489448_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5074248.0	0.0	20-76	39.0	18.154011003901125	75.16795789247983	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	5076585	913977	5076585	382577408	447987	380958451	0.4231710932601645	0.1867	0.2358	0.5775		
SRX3489449	10629118	5447589	3495797	499264	0	0	0	0	7897	0	0	0	0	902392	265966	10213	51.25156198284749						SRX3489449_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10629118.0	0.0	20-76	40.0	18.943622532883296	74.66657967293241	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	10664104	1171477	10664104	804777936	423400	802727848	0.25473958818871	0.1825	0.2268	0.5907		
SRX3489450	4052044	2246496	1129378	110577	0	0	0	0	3587	0	0	0	0	457581	100916	3509	55.44105641498464						SRX3489450_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4052044.0	0.0	20-76	39.0	23.76859438446304	74.01374368096694	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	4067887	1412329	4067887	305655059	340921	302016575	1.1903889344753165	0.209	0.2198	0.5711		
SRX3489451	3246350	2040183	450797	336702	0	0	0	0	2713	0	0	0	0	321605	90967	3383	62.84544180387204						SRX3489451_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3246350.0	0.0	24-76	39.0	20.941444264649707	74.9679966731868	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	3248424	592885	3248424	244263414	284846	243183323	0.4421828804865553	0.2646	0.1917	0.5437		
SRX3489452	4388157	2396392	1126641	357538	0	0	0	0	3315	0	0	0	0	400021	100166	4084	54.61044351877109						SRX3489452_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4388157.0	0.0	21-76	41.0	18.386377580988388	74.95157762131117	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	4390443	486355	4390443	330709597	133835	329999447	0.2147352258422666	0.245	0.1828	0.5722		
SRX3489453	4732980	2107293	1900903	292931	0	0	0	0	9175	0	0	0	0	324679	94994	3005	44.52359824043203						SRX3489453_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4732980.0	0.0	21-76	42.0	15.632553196513568	74.90123769802534	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	4737704	514099	4737704	356591944	179983	355691180	0.2526035753628803	0.2563	0.1529	0.5908		
SRX4065827	6346730	5245107	310	251229	0	0	0	0	142778	0	0	0	0	366318	254387	86601	82.64266795656977						SRX4065827_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6346730.0	0.0	20-100	35.0	17.591281986577005	98.8322477874433	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	6353435	2099582	6353435	635343500	191809	632276508	0.4827297359617278	0.0956	0.2766	0.6278		
SRX4065829	5475202	4319077	510	394352	0	0	0	0	136958	0	0	0	0	342315	206760	75230	78.8843407056032						SRX4065829_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5475202.0	0.0	20-100	36.0	20.722301513802247	99.18954076945472	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	5481544	1818694	5481544	548154400	181674	545290672	0.5224309063285818	0.0833	0.264	0.6527		
SRX4065834	5063159	4073012	734	273543	0	0	0	0	144426	0	0	0	0	306098	193575	71771	80.44408638954455						SRX4065834_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5063159.0	0.0	20-100	35.0	21.40903083610077	98.80181088525958	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	5070389	1681318	5070389	507038900	179241	504484408	0.503805921005272	0.0644	0.2335	0.7021		
SRX4065836	6052538	4957585	442	250386	0	0	0	0	128162	0	0	0	0	398072	240813	77078	81.90919247429756						SRX4065836_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6052538.0	0.0	20-100	35.0	18.26571210075143	99.20548801180595	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	6059258	2011916	6059258	605925800	191191	602872999	0.5038242306236176	0.0894	0.3005	0.61		
SRX4065848	5841011	4832650	748	236383	0	0	0	0	115397	0	0	0	0	341756	232495	81582	82.73653311044954						SRX4065848_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5841011.0	0.0	20-100	35.0	16.94294087305207	99.21373953926812	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	5846449	2556445	5846449	584644900	1371190	579524609	0.8757950338744082	0.0989	0.1305	0.7706		
SRX4913542	4661170	1279995	1658782	1555102	0	0	0	0	0	0	0	0	0	132558	33923	810	27.4608091959744						SRX4913542_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4661170.0	0.0	20-361	42.0	23.43263707558224	175.0587886732301	pass	warn		pass	fail	fail	pass	warn	fail	fail	pass	4692335	1501262	4692335	830760214	10403817	818289788	1.5010860883619543			0.4655	0.3216	0.2129
SRX4913543	4060577	1808912	1863	1889189	0	0	0	0	0	0	0	0	0	328914	30675	1024	44.54815165430922						SRX4913543_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4060577.0	0.0	20-362	37.0	31.173667384354964	147.3903132485851	pass	warn		pass	fail	warn	pass	warn	fail	warn	pass	4096899	1408569	4096899	610801976	8164244	600720625	1.6505105412429115			0.6694	0.1964	0.1343
SRX4913544	21483	5	4	21474	0	0	0	0	0	0	0	0	0	0	0	0	0.0232742168226039						SRX4913544_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21483.0	0.0	20-372	42.0	76.1020341665503	140.14862914862914	pass	pass		pass	fail	fail	pass	warn	pass	warn	pass	21998	7002	21998	3081631	47495	3024399	1.8571983472388487					
SRX5014557	3330622	2666465	279	214480	0	0	0	0	57777	0	0	0	0	229279	130777	31565	80.0590700475767						SRX5014557_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3330622.0	0.0	20-100	35.0	29.78294407448651	98.28653746957777	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	3338375	1482695	3338375	333837500	2953095	328674195	1.546652188564796	0.0869	0.3069	0.6061		
SRX5014562	7165618	4906870	43194	1491796	0	0	0	0	47904	0	0	0	0	453945	159265	62644	68.47797356766716						SRX5014562_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7165618.0	0.0	20-101	37.0	21.785239288234	99.52744173635826	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	7173140	2393685	7173140	724487140	313989	720920383	0.4923147428124121	0.2136	0.2277	0.5587		
SRX5014564	6871312	5785137	2000	296044	0	0	0	0	52356	0	0	0	0	497068	168581	70126	84.19261125095178						SRX5014564_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6871312.0	0.0	21-101	34.0	22.850905073348137	99.80567117313258	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	6875389	2347639	6875389	694414289	348996	690978212	0.494816574835775	0.1615	0.2504	0.588		
SRX5014568	7751925	6448584	3738	359959	0	0	0	0	66008	0	0	0	0	590892	202181	80563	83.18687293801217						SRX5014568_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7751925.0	0.0	20-101	34.0	21.895061518836847	99.53998264947094	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	7759195	2610296	7759195	783678695	317445	779958538	0.4747043684784617	0.1813	0.2642	0.5545		
SRX5014569	2745401	2098898	311	279964	0	0	0	0	55548	0	0	0	0	181290	101260	28130	76.45141820812333						SRX5014569_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2745401.0	0.0	20-100	35.0	34.51903891716584	98.22071165560148	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2751847	915595	2751847	275184700	145768	273664335	0.5524889283452169	0.0828	0.2737	0.6435		
SRX5014570	7498117	4225726	83634	2575543	0	0	0	0	40397	0	0	0	0	377777	142489	52551	56.35716273832484						SRX5014570_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7498117.0	0.0	20-101	41.0	16.948362666157948	99.7671439376046	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	7504913	2507775	7504913	757996213	329714	754085761	0.5158933425964227	0.1938	0.2904	0.5158		
SRX5014574	3527577	2852785	212	219702	0	0	0	0	65495	0	0	0	0	214235	139162	35986	80.870949096221						SRX5014574_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3527577.0	0.0	20-100	35.0	23.69599474543197	99.19936488983798	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	3535792	1170643	3535792	353579200	188602	351768165	0.5122006611248625	0.0933	0.2692	0.6375		
SRX5014577	3005149	2375016	400	224890	0	0	0	0	69990	0	0	0	0	190084	113090	31679	79.03155550689833						SRX5014577_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3005149.0	0.0	20-100	35.0	31.724576890305485	98.22039705851525	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	3012573	1002147	3012573	301257300	176189	299633486	0.5390123326472089	0.0604	0.2324	0.7072		
SRX5014579	3598339	2916800	540	224236	0	0	0	0	58663	0	0	0	0	218546	141837	37717	81.05962223125725						SRX5014579_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3598339.0	0.0	20-100	35.0	26.51931102202593	98.33907922516472	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	3605281	1593854	3605281	360528100	2898216	355268086	1.4589747650737903	0.0887	0.127	0.7842		
SRX5014581	7961304	6357293	13942	650247	0	0	0	0	75766	0	0	0	0	545179	226309	92568	79.85240860040014						SRX5014581_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7961304.0	0.0	20-101	34.0	22.657906065580534	99.51206711865292	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	7970480	2682293	7970480	805018480	329294	801142296	0.4815024867503663	0.195	0.3218	0.4832		
SRX5014583	8313637	6965753	1895	417239	0	0	0	0	75832	0	0	0	0	531495	230539	90884	83.7870717713559						SRX5014583_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8313637.0	0.0	21-101	34.0	18.280067613547363	99.8311201222762	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	8321779	3684598	8321779	840499679	2714382	832684240	0.9298562742223248	0.1938	0.2307	0.5756		
SRX5014587	7259582	5885448	1322	287046	0	0	0	0	54254	0	0	0	0	683221	261926	86365	81.07144460934528						SRX5014587_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7259582.0	0.0	21-101	34.0	18.751965367509843	99.7844443385308	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	7267577	3169122	7267577	734025277	2380464	726987231	0.958828833356375	0.1534	0.3554	0.4912		
SRX5014588	7042088	5773445	2226	281146	0	0	0	0	57177	0	0	0	0	617809	231115	79170	81.98484597181972						SRX5014588_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7042088.0	0.0	20-101	34.0	22.044043236741103	99.52403633695006	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	7048010	2399259	7048010	711849010	283887	708138740	0.5212158685168362	0.1611	0.3347	0.5041		
SRX502154	4399924	394995	263399	3708856	0	0	0	0	0	0	0	0	0	16699	15474	501	8.97731415360811						SRX502154_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4399924.0	0.0	20-148	48.0	40.92514226127412	123.4274394284992	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass	4556926	1014124	4556926	674425048	128551625	543994045	19.33958464128693			0.3117	0.3427	0.3456
SRX502155	3728556	649339	671281	2347305	0	0	0	0	0	0	0	0	0	35805	23951	875	17.41529428550892						SRX502155_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3728556.0	0.0	20-148	46.0	36.18951078817243	125.8403982667821	pass	pass	fail	pass	warn	fail	pass	warn	fail	fail	pass	3859002	923113	3859002	571132296	98569852	470114250	17.687328611513152			0.4704	0.2631	0.2665
SRX502158	2628457	1011377	474157	1006898	0	0	0	0	0	0	0	0	0	77897	56667	1461	38.47797395962726						SRX502158_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2628457.0	0.0	20-148	41.0	40.53521500395584	131.38423759643015	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass	2699959	760579	2699959	399593932	51865798	346156959	13.372818934597836			0.2129	0.378	0.409
SRX5233212	2503816	262308	1649373	446877	0	0	0	0	0	0	0	0	0	136779	7922	557	10.47632893151893						SRX5233212_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2503816.0	0.0	20-51	47.0	40.74598142655217	49.05788324701176	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	2635696	527554	2635696	128535063	4700209	122866416	4.410195060938352			0.2322	0.5348	0.233
SRX5233213	3440571	396221	2408433	530900	0	0	0	0	0	0	0	0	0	94464	9762	791	11.516140780120509						SRX5233213_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3440571.0	0.0	20-51	48.0	29.037537325161168	49.63936218726485	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	3501019	729770	3501019	174250751	2260795	170811176	1.9739226260207048			0.1226	0.7869	0.0906
SRX5233214	2019225	254953	1646182	62725	0	0	0	0	0	0	0	0	0	45846	9206	313	12.626279884609191						SRX5233214_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2019225.0	0.0	20-51	48.0	17.056583240737982	49.969694313412326	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2022431	459762	2022431	101717657	240415	100900717	0.8031447283533085			0.1209	0.8466	0.0324
SRX5233215	2644016	425116	2062211	87402	0	0	0	0	0	0	0	0	0	53377	15190	720	16.07842010033222						SRX5233215_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2644016.0	0.0	20-51	47.0	17.345489189533943	49.95747075660662	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2650538	577949	2650538	133214132	386295	132089419	0.8442895533035489			0.3333	0.6667	0.0
SRX5233216	1711396	281116	1341728	39711	0	0	0	0	0	0	0	0	0	37810	10603	428	16.426122300157296						SRX5233216_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1711396.0	0.0	20-51	47.0	17.60938746778126	50.00229637091591	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	1713784	379908	1713784	86235979	188462	85574169	0.7674406989685825			0.0	1.0	0.0
SRX5233217	3464091	4453	16007	284688	0	0	0	0	0	0	0	0	0	3158764	172	7	0.1285474313463474						SRX5233217_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3464091.0	0.0	20-51	49.0	18.616642879462063	49.865778352820406	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	3485168	711642	3485168	174659102	943770	172743655	1.0966774580118934			0.5	0.0	0.5
SRX5299657	23591803	17027637	209868	815877	0	0	0	0	9335	0	0	0	0	4406297	1105919	16870	72.17607318948875						SRX5299657_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23591803.0	0.0	20-126	34.0	9.022239039870412	119.88087214020904	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	23769670	12758930	23769670	2994978420	23503857	2846363648	4.962131647012001	0.1658	0.2448	0.5895		
SRX5299658	24467085	17806678	97665	636082	0	0	0	0	9538	0	0	0	0	4731384	1168179	17559	72.77809350807422						SRX5299658_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24467085.0	0.0	20-126	34.0	8.802344787524683	120.17045904732828	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	24661059	12660645	24661059	3107293434	17776329	2965899575	4.550386437691034	0.1714	0.2397	0.589		
SRX5299659	23947875	17948369	152391	519021	0	0	0	0	10096	0	0	0	0	4217271	1082051	18676	74.94764775580298						SRX5299659_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23947875.0	0.0	20-126	34.0	8.131626267109047	120.37304504053074	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	24127778	12310174	24127778	3040100028	19387333	2901391726	4.5626229637994005	0.1586	0.2727	0.5687		
SRX5299660	23617046	18477817	57840	652997	0	0	0	0	8731	0	0	0	0	3824031	576020	19610	78.2393234107263						SRX5299660_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23617046.0	0.0	20-126	35.0	8.585794102426508	120.4769092205689	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	23792883	11868036	23792883	2997903258	19238098	2863579307	4.480596585014952	0.0725	0.2166	0.7108		
SRX5299661	22780507	17326083	24896	631770	0	0	0	0	9529	0	0	0	0	4220357	550346	17526	76.05661717713306						SRX5299661_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22780507.0	0.0	20-126	35.0	8.670845011945053	120.29954811804672	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	22958041	13126346	22958041	2892713166	42375755	2734631234	5.464832595849567	0.0954	0.2633	0.6413		
SRX5299662	22759044	17440763	115607	588085	0	0	0	0	9281	0	0	0	0	4007362	579032	18914	76.63223024657802						SRX5299662_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22759044.0	0.0	20-126	35.0	8.584519081575129	120.3626984947171	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	22928901	13010675	22928901	2889041526	40774205	2735276516	5.322353750065135	0.0775	0.2456	0.6769		
SRX5299663	22274397	17258796	918943	479399	0	0	0	0	9133	0	0	0	0	2783461	807392	17273	77.48266316704331						SRX5299663_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22274397.0	0.0	20-126	35.0	9.313793739953944	120.09123699285776	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	22456888	12686986	22456888	2829567888	43550193	2673749988	5.506773690103455	0.1071	0.2483	0.6447		
SRX5299664	23401065	17911982	1365953	501955	0	0	0	0	8355	0	0	0	0	2784854	810662	17304	76.54344791572521						SRX5299664_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23401065.0	0.0	20-126	35.0	9.028226023953806	120.30475659975303	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	23579815	11814224	23579815	2971056690	18180669	2837599414	4.491912808301211	0.1179	0.28	0.602		
SRX5299665	23692551	18725114	185442	509220	0	0	0	0	11820	0	0	0	0	3365719	876875	18361	79.03376044225884						SRX5299665_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23692551.0	0.0	20-126	35.0	8.278509865074131	120.18461502942422	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	23879593	13603194	23879593	3008828718	45769784	2840685914	5.588314249797718	0.1169	0.2766	0.6065		
SRX5505131	7676566	5720663	846	332544	0	0	0	0	309846	0	0	0	0	876856	321800	114011	74.521120511437						SRX5505131_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7676566.0	0.0	20-100	34.0	20.616764815153743	98.79361005949796	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	7687623	3380828	7687623	768762300	2900218	761398851	0.9578316990830584	0.1722	0.2928	0.5351		
SRX5505132	7546157	5535246	1447	360396	0	0	0	0	293151	0	0	0	0	962775	287819	105323	73.35185313531113						SRX5505132_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7546157.0	0.0	20-100	33.0	21.389489854163024	98.7652984161342	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	7559222	2537360	7559222	755922200	205963	752603509	0.4390254711397548	0.1549	0.372	0.4731		
SRX5505133	5291403	4026096	230	182290	0	0	0	0	179115	0	0	0	0	558549	259244	85879	76.08749513125346						SRX5505133_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5291403.0	0.0	22-100	35.0	19.456715710947663	99.27131159732116	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	5297274	1756160	5297274	529727400	149248	527420729	0.4354449099668999	0.0759	0.3317	0.5924		
SRX5505134	5038135	3799197	204	212073	0	0	0	0	133779	0	0	0	0	550853	262907	79122	75.40879710448411						SRX5505134_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5038135.0	0.0	20-100	34.0	23.58229564498372	98.7926544247028	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	5046416	1658210	5046416	504641600	140423	502457449	0.4328123167015957	0.0953	0.3634	0.5413		
SRX5505135	4938707	3676658	5502	211657	0	0	0	0	183846	0	0	0	0	514584	264554	81906	74.44576080338436						SRX5505135_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4938707.0	0.0	20-100	34.0	24.17541343547057	98.77739092438568	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	4947554	1620431	4947554	494755400	140584	492622505	0.4311009035980203	0.1109	0.393	0.4962		
SRX5505136	4886998	3358788	237	188839	0	0	0	0	97420	0	0	0	0	772747	396345	72622	68.72906434584176						SRX5505136_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4886998.0	0.0	20-100	34.0	21.95618989159816	98.85412394275586	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	4893306	1626194	4893306	489330600	132772	487198977	0.4356202125924681	0.1165	0.5803	0.3032		
SRX5505137	4067989	3106121	193	166534	0	0	0	0	114933	0	0	0	0	409929	205495	64784	76.35519663401253						SRX5505137_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4067989.0	0.0	22-100	35.0	19.52344506887207	99.2731032458544	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	4074691	1342708	4074691	407469100	114999	405699523	0.4342849555954059	0.077	0.3453	0.5777		
SRX5505138	6180249	4543612	324	287836	0	0	0	0	332845	0	0	0	0	581639	325675	108318	73.51826762966994						SRX5505138_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6180249.0	0.0	20-100	35.0	15.857189308305768	99.27421953387316	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	6193714	2040313	6193714	619371400	181126	616686196	0.4335369699020652	0.1024	0.3288	0.5688		
SRX5505139	4374835	3251993	187	183475	0	0	0	0	159931	0	0	0	0	473876	234176	71197	74.33407202785934						SRX5505139_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4374835.0	0.0	20-100	35.0	18.69284885723581	99.2732457338391	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	4381944	1439574	4381944	438194400	128260	436289770	0.4346541169855206	0.1152	0.4133	0.4714		
SRX5505140	6661184	4625446	343	273593	0	0	0	0	185471	0	0	0	0	990141	488082	98108	69.43879646621382						SRX5505140_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6661184.0	0.0	20-100	34.0	14.992025807130156	99.2675061970965	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	6671556	2870743	6671556	667155600	2540734	660815931	0.950253434131408	0.1283	0.5575	0.3142		
SRX5505141	7213985	4901799	476721	313441	0	0	0	0	271531	0	0	0	0	906568	251283	92642	67.94856102417735						SRX5505141_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7213985.0	0.0	20-100	35.0	20.986549388125358	98.81229001723736	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	7224481	2426209	7224481	722448100	205503	719243576	0.4435645965433364	0.1617	0.3526	0.4857		
SRX5505142	5702501	3181443	1275233	248394	0	0	0	0	241761	0	0	0	0	513979	175300	66391	55.79031025158962						SRX5505142_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5702501.0	0.0	20-100	38.0	15.78580850677409	99.21099040578862	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	5711066	1961846	5711066	571106600	358495	568269146	0.4968343913377993	0.1473	0.4452	0.4075		
SRX5505143	7659809	5504808	1220	364441	0	0	0	0	421004	0	0	0	0	941517	311577	115242	71.86612616580909						SRX5505143_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7659809.0	0.0	20-100	34.0	21.744588827841703	98.75683323174246	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	7674288	2570551	7674288	767428800	211825	764056901	0.4393761349587088	0.1375	0.4505	0.4119		
SRX5505144	7650621	5556914	1244	392625	0	0	0	0	397194	0	0	0	0	886802	307636	108206	72.63350256142606						SRX5505144_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7650621.0	0.0	20-100	34.0	21.358323781722905	98.71856624449178	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	7667118	2552200	7667118	766711800	204701	763361479	0.4369726669134348	0.1726	0.3068	0.5206		
SRX5797722	33740026	27851287	10099	553631	0	0	0	0	12213	0	0	0	0	3770344	1473489	68963	82.54672654964759						SRX5797722_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33740026.0	0.0	20-101	34.0	8.126565662944488	97.70928208531907	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	34049892	12908159	34049892	3439039092	23545317	3382291181	1.650109506809875	0.2052	0.2203	0.5745		
SRX5797723	34346558	28533714	12210	563891	0	0	0	0	13526	0	0	0	0	3738449	1411037	73731	83.0759053061445						SRX5797723_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34346558.0	0.0	20-101	35.0	7.532035150979535	98.75798308523376	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	34657582	15977292	34657582	3500415782	82565658	3380586440	3.423288816608358	0.2035	0.2354	0.5611		
