Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
SRX8164263	8307748	6893237	4192	107006	0	0	0	0	83531	0	0	0	0	603058	324014	292710	82.97359284369243						SRX8164263_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8307748.0	0.0	20-40	36.0	16.98756207538044	39.39444492057294	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	8318108	2762912	8318108	332724320	267758	329128418	1.080745164645614	0.0827	0.6203	0.297		
SRX8164264	11629115	8258355	1604723	133481	0	0	0	0	131304	0	0	0	0	644029	462622	394601	71.01447530616043						SRX8164264_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11629115.0	0.0	20-40	38.0	14.165600726363966	39.401522385839336	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	11650754	4722415	11650754	466030160	1445183	458366334	1.644491420898596	0.1391	0.533	0.3278		
SRX8164265	9853405	6060020	2498983	140692	0	0	0	0	97913	0	0	0	0	486251	287792	281754	61.50178542341455						SRX8164265_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9853405.0	0.0	20-40	39.0	13.99652820956744	39.57054307622593	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	9868299	3138252	9868299	394731960	392615	390491476	1.074269233228543	0.1217	0.5409	0.3374		
SRX8164266	7694035	6135303	3998	156469	0	0	0	0	67960	0	0	0	0	710948	339049	280308	79.74103315100595						SRX8164266_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7694035.0	0.0	20-40	36.0	16.941449777262292	39.55801994662099	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	7715430	2616038	7715430	308617200	266819	305205675	1.1054228345017711	0.104	0.6597	0.2363		
SRX8164267	11116972	9229902	7206	126045	0	0	0	0	105755	0	0	0	0	770116	439115	438833	83.02532380220082						SRX8164267_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11116972.0	0.0	20-40	35.0	13.732685077932052	39.566168467456784	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	11130180	3706181	11130180	445207200	380044	440376752	1.0849887423204296	0.098	0.6177	0.2843		
SRX8164268	10192871	8342351	77664	120507	0	0	0	0	86690	0	0	0	0	752632	471828	341199	81.8449581084662						SRX8164268_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10192871.0	0.0	20-40	36.0	10.92523923204212	39.56172838840009	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	10211674	4271817	10211674	408466960	1257520	401599252	1.6813374575020708	0.0644	0.7389	0.1967		
SRX8164269	11610217	9505096	3785	178628	0	0	0	0	125062	0	0	0	0	948149	427482	422015	81.86837506999223						SRX8164269_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11610217.0	0.0	20-40	36.0	14.718578004231947	39.562775872320046	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	11630694	4770667	11630694	465227760	1428394	457527742	1.6551071672937143	0.0742	0.7188	0.207		
SRX8164270	8084559	6466325	22133	139252	0	0	0	0	50483	0	0	0	0	800875	332074	273417	79.98364536643248						SRX8164270_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8084559.0	0.0	20-40	36.0	17.421938720167223	39.34012269562261	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	8108290	3077722	8108290	324331600	1987999	318226094	1.8824887861682305	0.1109	0.6623	0.2268		
SRX8164271	9029353	6959251	13075	172123	0	0	0	0	81338	0	0	0	0	1180124	330336	293106	77.07363971704285						SRX8164271_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9029353.0	0.0	20-40	37.0	16.591773051346852	39.41114141843829	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	9047923	3620844	9047923	361916920	1190656	355991967	1.6371030677427294	0.1118	0.6913	0.1969		
SRX8164272	7018601	5875270	17220	107872	0	0	0	0	86427	0	0	0	0	399649	289846	242317	83.70998721825048						SRX8164272_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7018601.0	0.0	20-40	35.0	17.400716086994734	39.57411113696305	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	7027730	2991888	7027730	281109200	691712	276490665	1.6429682842112605	0.1087	0.2812	0.6101		
SRX8164273	7610331	6448013	921	113718	0	0	0	0	76195	0	0	0	0	399301	307435	264748	84.72710319695688						SRX8164273_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7610331.0	0.0	20-40	35.0	16.687330229006495	39.574641102995386	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	7622173	3213088	7622173	304886920	938732	299714880	1.6963797594203125	0.1047	0.276	0.6193		
SRX8164274	12118150	10082997	15607	194840	0	0	0	0	134430	0	0	0	0	844285	438522	407469	83.20574510135623						SRX8164274_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12118150.0	0.0	20-40	36.0	14.241334471348727	39.5661452449425	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	12134532	4033707	12134532	485381280	402630	480114215	1.08513970707729	0.084	0.5746	0.3414		
SRX8164275	9259985	7661553	33386	134725	0	0	0	0	92281	0	0	0	0	676519	364171	297350	82.7382873730357						SRX8164275_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9259985.0	0.0	20-40	35.0	15.96228882923088	39.56535761127043	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	9272933	3094861	9272933	370917320	304260	366884840	1.0871641151726212	0.0826	0.568	0.3494		
SRX8164276	7909051	6648958	526	131670	0	0	0	0	64975	0	0	0	0	534305	269635	258982	84.06770926119961						SRX8164276_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7909051.0	0.0	20-40	35.0	17.090961247419255	39.568459477628856	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	7920372	2610329	7920372	316814880	274611	313394876	1.0794960135710798	0.1141	0.3866	0.4993		
SRX8164277	9657506	6114686	2410804	142398	0	0	0	0	75231	0	0	0	0	393858	257114	263415	63.31537355503585						SRX8164277_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9657506.0	0.0	20-40	39.0	14.942020205773424	39.40040948460192	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	9670192	3902266	9670192	386807680	1035639	380606013	1.6032946915635182	0.1244	0.3001	0.5755		
SRX8164278	8478787	7004358	55127	128791	0	0	0	0	63289	0	0	0	0	656853	297796	272573	82.61037811186907						SRX8164278_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8478787.0	0.0	20-40	35.0	16.55964398735818	39.56247503328012	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	8490395	2842749	8490395	339615800	296907	335898843	1.09445938616519	0.0979	0.6204	0.2817		
SRX8164279	9302670	7652823	32697	126764	0	0	0	0	73473	0	0	0	0	756941	344294	315678	82.26480139572833						SRX8164279_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9302670.0	0.0	20-40	35.0	16.456237962556443	39.3800161674014	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	9323926	3832681	9323926	372957040	1415106	366486641	1.734891235730528	0.121	0.4393	0.4398		
SRX8164280	8996905	7506004	3864	141508	0	0	0	0	44773	0	0	0	0	742134	296421	262201	83.42873465930784						SRX8164280_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8996905.0	0.0	20-40	36.0	17.073215461598508	39.39245751733513	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	9012581	3033333	9012581	360503240	304732	356537779	1.0999792956091046	0.0685	0.6837	0.2478		
SRX8164281	8795415	7331874	4142	124753	0	0	0	0	64546	0	0	0	0	668071	318855	283174	83.36018254965798						SRX8164281_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8795415.0	0.0	20-40	35.0	17.14444392637642	39.38390434106861	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	8810690	2946462	8810690	352427600	299873	348578690	1.0921136710064705	0.0622	0.7085	0.2292		
SRX8164282	8018303	6749008	12882	122645	0	0	0	0	36791	0	0	0	0	540178	282131	274668	84.17002949377193						SRX8164282_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8018303.0	0.0	20-40	35.0	18.07946823657532	39.38106280094429	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	8031217	3378191	8031217	321248680	938805	315864093	1.6761429183148706	0.0808	0.6283	0.2909		
SRX8164283	9156907	7512910	152707	143844	0	0	0	0	74417	0	0	0	0	634242	328593	310194	82.04637220843239						SRX8164283_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9156907.0	0.0	20-40	35.0	16.1637643379213	39.5682735447679	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	9171707	3036073	9171707	366868280	303537	362906315	1.0799420980194854	0.0818	0.6228	0.2954		
SRX8164284	9225166	7725384	1084	127196	0	0	0	0	119393	0	0	0	0	622142	320736	309231	83.74249308901325						SRX8164284_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9225166.0	0.0	20-40	34.0	17.52645462940987	39.38268774784107	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	9240543	3011327	9240543	369621720	314716	365673112	1.068283541346001	0.182	0.349	0.469		
SRX8164285	10536799	8662984	18585	145280	0	0	0	0	98726	0	0	0	0	949587	353177	308460	82.21646820822909						SRX8164285_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10536799.0	0.0	20-40	35.0	15.701611487369998	39.57246104817981	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	10558286	4363701	10558286	422331440	1442183	415165515	1.6967538575863546	0.1956	0.3584	0.446		
SRX8164286	8748185	7226346	34146	131544	0	0	0	0	39675	0	0	0	0	678983	320430	317061	82.60394584705286						SRX8164286_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8748185.0	0.0	20-40	35.0	17.320537989987375	39.37689074933829	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	8763651	3639289	8763651	350546040	1170130	344587484	1.6997927005536848	0.1426	0.2784	0.5789		
SRX8164287	6115560	5072050	14088	76533	0	0	0	0	61795	0	0	0	0	437835	222583	230676	82.93680382499721						SRX8164287_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6115560.0	0.0	20-40	35.0	19.56386543771977	39.38838078606047	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	6124418	2024741	6124418	244976720	199547	242334895	1.0783983882223585	0.1405	0.2846	0.5749		
SRX8164288	9104110	7328148	2709	124001	0	0	0	0	53828	0	0	0	0	995258	312027	288139	80.49274448573227						SRX8164288_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9104110.0	0.0	20-40	36.0	16.07320808897142	39.40251479826144	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	9118861	3719262	9118861	364754440	1046899	358832228	1.6236161511837937	0.0881	0.6271	0.2848		
SRX8164289	9995766	7772729	3547	144459	0	0	0	0	55994	0	0	0	0	1389713	323539	305785	77.76021367446977						SRX8164289_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9995766.0	0.0	20-40	37.0	14.964178058231017	39.410317828568616	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	10011193	4015016	10011193	400447720	1137907	394051511	1.5972644319213505	0.0995	0.5913	0.3092		
SRX8164290	10026695	8255065	34484	199966	0	0	0	0	69548	0	0	0	0	771115	347821	348696	82.33086774854526						SRX8164290_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10026695.0	0.0	20-40	36.0	15.306089437216212	39.57010310974853	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	10050509	3281727	10050509	402020360	346895	397696662	1.075492295962324	0.1338	0.2621	0.6041		
SRX8164291	9557637	7885670	124246	130316	0	0	0	0	68162	0	0	0	0	684280	327478	337485	82.50648146607786						SRX8164291_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9557637.0	0.0	20-40	36.0	15.494798095618076	39.571016873731445	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	9569867	3116529	9569867	382794680	330573	378686920	1.0730974631099888	0.1389	0.2572	0.6039		
SRX8164292	7390568	5848119	5405	98423	0	0	0	0	37564	0	0	0	0	924309	246540	230208	79.1294931593891						SRX8164292_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7390568.0	0.0	20-40	37.0	16.700166292628257	39.56696467713984	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	7401735	2437169	7401735	296069400	256840	292861910	1.0833574830766028	0.1416	0.3418	0.5166		
SRX8164293	10629868	8694547	3846	143783	0	0	0	0	78787	0	0	0	0	952437	374111	382357	81.79355566785965						SRX8164293_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10629868.0	0.0	20-40	36.0	14.756816318551868	39.56819303870942	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	10647315	4402782	10647315	425892600	1230245	418884065	1.6456108887545826	0.128	0.3666	0.5053		
SRX8164294	10394584	8458765	2528	153249	0	0	0	0	48721	0	0	0	0	1007542	363328	360451	81.37665730538134						SRX8164294_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10394584.0	0.0	20-40	36.0	16.538903759823796	39.34570407050441	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	10409080	3927535	10409080	416363200	2014854	409092428	1.7462571139812546	0.1371	0.3317	0.5312		
SRX8164295	9345512	7509816	420565	113041	0	0	0	0	59520	0	0	0	0	656983	288327	297260	80.35745928098963						SRX8164295_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9345512.0	0.0	20-40	37.0	14.928916566080222	39.57156675846117	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	9357511	3818369	9357511	374300440	948216	368332768	1.5943534557426648	0.1317	0.302	0.5664		
SRX8164296	9062886	7463394	504	204807	0	0	0	0	67676	0	0	0	0	761289	318411	246805	82.35118482125893						SRX8164296_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9062886.0	0.0	20-40	33.0	17.47854524591159	39.376977488186434	pass	pass		pass	fail	pass	pass	warn	fail	pass	pass	9081809	3823677	9081809	363272360	1241601	357015622	1.7223270165668536	0.1282	0.5959	0.2759		
SRX8164297	8128424	6714237	152	190338	0	0	0	0	58199	0	0	0	0	661373	282702	221423	82.60195334298506						SRX8164297_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8128424.0	0.0	20-40	34.0	18.540119216232164	39.55939355525745	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	8146179	2762175	8146179	325847160	274308	322255483	1.1022581875502613	0.132	0.5996	0.2685		
SRX8164298	9470067	7689860	1378	183245	0	0	0	0	86325	0	0	0	0	846935	379757	282567	81.20174862543212						SRX8164298_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9470067.0	0.0	20-40	34.0	16.18689419370431	39.55499206077423	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	9489684	3229658	9489684	379587360	336613	375361773	1.1132054028353315	0.0967	0.68	0.2233		
SRX8164299	8961973	7242584	178	143152	0	0	0	0	128956	0	0	0	0	785913	363687	297503	80.81461526384871						SRX8164299_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8961973.0	0.0	20-40	34.0	16.305324955116795	39.55626233196641	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	8982949	3574377	8982949	359317960	1734691	352827218	1.8064062258396436	0.0994	0.6511	0.2495		
SRX8164300	8299146	6573029	386174	125539	0	0	0	0	122342	0	0	0	0	504081	292818	295163	79.20126962460957						SRX8164300_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8299146.0	0.0	20-40	36.0	19.350461720641512	39.364910678761404	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	8315223	2736902	8315223	332608920	299023	329009394	1.0822097014114955	0.0637	0.6856	0.2507		
SRX8164301	10210198	8501057	787	147105	0	0	0	0	120408	0	0	0	0	760152	330591	350098	83.26045195205812						SRX8164301_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10210198.0	0.0	20-40	35.0	16.059788076417412	39.56532605929876	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	10226749	3402176	10226749	409069960	351898	404621818	1.087379283484908	0.0704	0.6993	0.2303		
SRX8164302	6868780	5743114	173	85780	0	0	0	0	88303	0	0	0	0	426450	257644	267316	83.61184955698101						SRX8164302_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6868780.0	0.0	20-40	35.0	18.47550593098859	39.38528865388031	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	6879667	2890121	6879667	275186680	780491	270605683	1.6646870408117138	0.0899	0.3869	0.5232		
SRX8164303	8890812	7377862	655	124638	0	0	0	0	122969	0	0	0	0	600852	327614	336222	82.98299412922015						SRX8164303_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8890812.0	0.0	20-40	35.0	15.983707371008224	39.57031719937392	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	8906445	3730641	8906445	356257800	1059960	350295165	1.6736854603604467	0.1027	0.4063	0.491		
SRX8164304	10724127	8525305	220271	186205	0	0	0	0	107177	0	0	0	0	950718	409543	324908	79.49649421346838						SRX8164304_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10724127.0	0.0	20-40	35.0	15.07301914326521	39.55706026234117	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	10744294	4427165	10744294	429771760	1397689	422558426	1.6784104195212826	0.0772	0.7017	0.2211		
SRX8164305	8652693	6997369	1915	159681	0	0	0	0	80690	0	0	0	0	834849	313053	265136	80.8692623209907						SRX8164305_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8652693.0	0.0	20-40	36.0	17.16007714567179	39.39416329690653	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	8668111	2921426	8668111	346724440	302136	342895853	1.1042160742980796	0.0796	0.673	0.2474		
SRX8164306	8517516	7039970	13892	127686	0	0	0	0	88696	0	0	0	0	639291	328690	279291	82.65285324970331						SRX8164306_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8517516.0	0.0	20-40	35.0	17.46158034191348	39.383084223146746	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	8532672	3571496	8532672	341306880	1058024	335555660	1.6850583263952956	0.0705	0.6629	0.2666		
SRX8164307	6389600	5272306	261	94674	0	0	0	0	69342	0	0	0	0	483797	260831	208389	82.5138662827094						SRX8164307_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6389600.0	0.0	20-40	35.0	19.92035275363195	39.38048891949418	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	6400919	2143007	6400919	256036760	217091	253228325	1.0968874156976522	0.0663	0.7271	0.2066		
SRX8387559	5622932	3745029	79	1174354	0	0	0	0	199985	0	0	0	0	313063	128556	61866	66.60277947519194						SRX8387559_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5622932.0	0.0	20-100	34.0	40.15013391928911	98.72525472475924	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	5631615	1930373	5631615	563161500	813966	559909022	0.5775391250999935	0.1639	0.1482	0.688		
SRX8387560	6051063	4118719	91	1215656	0	0	0	0	171062	0	0	0	0	342160	137864	65511	68.06604062790291						SRX8387560_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6051063.0	0.0	20-100	34.0	20.28931265394933	99.17402677843546	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	6060198	2024728	6060198	606019800	631550	602811119	0.5294680140813881	0.1662	0.1421	0.6918		
SRX8387561	9417939	7972350	143	212819	0	0	0	0	48183	0	0	0	0	384183	451801	348460	84.65068631257859						SRX8387561_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9417939.0	0.0	20-40	35.0	17.45718946859655	39.545952463697205	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	9445739	3132477	9445739	377829560	510091	373538538	1.1357030932148346	0.1096	0.2186	0.6718		
SRX8387562	9408236	7941644	68	182496	0	0	0	0	81799	0	0	0	0	367870	463073	371286	84.41161552495069						SRX8387562_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9408236.0	0.0	20-40	35.0	16.557362045031436	39.55256670857321	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	9433361	4052543	9433361	377334440	1549574	370468875	1.819490688419536	0.0979	0.193	0.7091		
SRX8387563	8969615	7516291	7098	178370	0	0	0	0	64074	0	0	0	0	490288	388573	324921	83.79725328233152						SRX8387563_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8969615.0	0.0	20-40	35.0	17.89896034326582	39.55383135173583	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	8990695	2982180	8990695	359627800	425379	355614863	1.1158583958192332	0.0929	0.2476	0.6595		
SRX8387564	9460053	8069731	31632	148935	0	0	0	0	67735	0	0	0	0	441798	360838	339384	85.30323244489222						SRX8387564_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9460053.0	0.0	20-40	35.0	17.671186883695377	39.36198972669604	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	9481574	4021867	9481574	379262960	1455261	372531358	1.774916801788395	0.1129	0.2661	0.6209		
SRX8387565	9343205	7825375	49	170023	0	0	0	0	81386	0	0	0	0	645346	338600	282426	83.75471800094293						SRX8387565_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9343205.0	0.0	20-40	35.0	17.50372828756572	39.5597913135803	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	9367857	3054271	9367857	374714280	449434	370588708	1.1009914007013557	0.1589	0.3641	0.477		
SRX8387566	9934405	8436531	38	185306	0	0	0	0	61091	0	0	0	0	636563	340693	274183	84.92235820866976						SRX8387566_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9934405.0	0.0	20-40	35.0	16.689276619649636	39.56233070828097	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	9952837	4279192	9952837	398113480	1371776	391124870	1.7554316422543643	0.1732	0.3447	0.4821		
SRX8387567	11248240	9360135	337	205241	0	0	0	0	87076	0	0	0	0	673605	499408	422438	83.2142184021678						SRX8387567_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11248240.0	0.0	20-40	34.0	16.401367438197457	39.35621021599824	pass	pass		pass	fail	pass	pass	warn	fail	pass	pass	11279484	3736508	11279484	451179360	547428	446135495	1.1179290205119312	0.0856	0.3874	0.527		
SRX8387568	10798715	8923747	399	215819	0	0	0	0	84304	0	0	0	0	690379	483086	400981	82.63711932391956						SRX8387568_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10798715.0	0.0	20-40	34.0	16.792731745509208	39.35620691906398	pass	pass		pass	fail	pass	pass	warn	fail	pass	pass	10832288	4646161	10832288	433291520	1948414	425255043	1.854750584548712	0.0889	0.3804	0.5306		
SRX8387571	5306765	3557392	361	1091478	0	0	0	0	173618	0	0	0	0	301174	123873	58869	67.03503923765231						SRX8387571_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5306765.0	0.0	20-100	34.0	38.896016443786735	98.69164472140749	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	5316590	1789257	5316590	531659000	606102	528778287	0.5418347098422108	0.1957	0.169	0.6353		
SRX8387574	10323041	8564253	2617	194018	0	0	0	0	77371	0	0	0	0	923616	274263	286903	82.96250106921012						SRX8387574_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10323041.0	0.0	20-40	35.0	14.267871761174847	39.57820394203608	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	10336854	4431879	10336854	413474160	933288	406708461	1.636305156288364	0.0701	0.5696	0.3602		
SRX8387575	8017526	6637412	1933	121583	0	0	0	0	81877	0	0	0	0	584055	267990	322676	82.78628594406803						SRX8387575_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8017526.0	0.0	20-40	36.0	18.37259314021049	39.39798137230861	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	8029732	3350299	8029732	321189280	820289	315962362	1.6273637775208436	0.1736	0.4079	0.4184		
SRX8387576	9069967	7492703	401	165521	0	0	0	0	84399	0	0	0	0	829157	242842	254944	82.61003595713193						SRX8387576_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9069967.0	0.0	20-40	35.0	15.08329846234677	39.578045984070286	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	9083843	3004622	9083843	363353720	238478	359520157	1.0550498836230435	0.0692	0.5568	0.374		
SRX8387577	7705606	6386355	1190	127894	0	0	0	0	75653	0	0	0	0	536873	259348	318293	82.87933486347472						SRX8387577_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7705606.0	0.0	20-40	36.0	19.766272735323952	39.373493531852006	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	7718659	2566110	7718659	308746360	205736	305458447	1.0649236480067328	0.1709	0.4327	0.3964		
SRX8387582	6844540	4579782	91	1409152	0	0	0	0	222251	0	0	0	0	398203	160573	74488	66.9114651970768						SRX8387582_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6844540.0	0.0	20-100	34.0	19.83641429045684	99.168397291856	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	6859352	3044986	6859352	685935200	3702515	678130116	1.1378748313251748	0.2019	0.1665	0.6317		
SRX8387589	6351552	4101857	368	1510769	0	0	0	0	202872	0	0	0	0	296298	162384	77004	64.58038917102465						SRX8387589_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6351552.0	0.0	20-100	35.0	41.51910008861339	98.71982154912688	pass	pass		pass	fail	warn	pass	warn	fail	pass	pass	6363781	2157584	6363781	636378100	680310	632982145	0.533637942600476	0.1661	0.2045	0.6294		
SRX8387590	5478072	3726980	1102	1073571	0	0	0	0	181875	0	0	0	0	279133	147002	68409	68.03452017425109						SRX8387590_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5478072.0	0.0	20-100	34.0	23.02054225346972	99.15406296229769	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	5490237	2398443	5490237	549023700	3059807	542721063	1.1479717542248176	0.1803	0.1818	0.6378		
SRX8387591	6159833	3810553	1217	1193727	0	0	0	0	189251	0	0	0	0	490589	404002	70494	61.86130370742193						SRX8387591_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6159833.0	0.0	20-100	33.0	39.51467829649293	98.68952064122516	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	6173485	2728624	6173485	617348500	3402634	610308220	1.1404061077333143	0.2436	0.2062	0.5502		
SRX8387592	6875668	4256308	384	1302973	0	0	0	0	210784	0	0	0	0	575869	448274	81076	61.90391973550789						SRX8387592_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6875668.0	0.0	20-100	33.0	37.25910220212318	98.70649339089672	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	6891066	3047791	6891066	689106600	3685490	681342279	1.1267227740961994	0.2163	0.2262	0.5575		
