Geneid,CM_1,CM_10,CM_11,CM_12,CM_13,CM_14,CM_15,CM_16,CM_2,CM_3,CM_4,CM_5,CM_6,CM_7,CM_8,CM_9,SG_1,SG_2,SG_3,SG_4,SG_5,SG_6,SG_7,SG_8
USA300HOU_RS06210,8.005515723755765,7.962699124801286,7.846923309488876,7.876948232900107,8.163550578827612,8.169250926381494,8.04024298142787,7.996887229910578,8.031315002095495,7.845574773961401,7.929028986083712,7.99816775756622,7.950831560567236,7.986725733459994,7.996773573686682,7.916913822882448,7.3315585914088715,7.442299292516418,7.532555499831113,7.515075173705966,7.552387824308598,7.693623668818001,7.34190439712195,7.317083420186076
USA300HOU_RS06215,7.325469098548501,5.85667865457197,6.622235547209676,6.430072540379162,7.335207856044952,7.5362913049051246,6.558089443240579,6.677360639791749,7.357484915961161,7.136294985293204,6.759595428682027,7.217850405343553,7.683289028699621,7.501607438094047,7.7893316285451375,7.2023380660982275,7.21374105293509,7.6622937844460175,7.222360879906054,6.578247230606654,6.886169083145012,6.7318054920041845,6.914533182888403,6.892013528150827
USA300HOU_RS06220,8.801685416037461,8.749684612927954,8.574872807215106,8.575339349021181,8.902738860273153,8.854890326091196,8.799939992070563,8.720832111607603,8.770666005383529,8.629262426986276,8.732647410137472,8.737554202067285,8.619094348035782,8.87374948405741,8.816145657167507,8.696805975031817,8.459591550927188,8.433012847598572,8.607196817282784,8.245218892370055,8.869016180825149,8.920638671841822,8.404502988836004,8.459942841883326
USA300HOU_RS06225,11.178780013833899,11.167982646801482,11.023939373412766,10.925378217648008,11.044478998525276,11.056800136240541,11.322976278159723,11.218263666657078,11.207155199006959,11.32393682989903,11.26754629998048,11.296506094314413,11.013456561639943,11.245583974999843,11.11004017533074,11.146724965393725,10.66694263457005,10.88746221475267,11.410547122305786,11.48885089307889,10.814877080951282,10.587673619561091,10.99544965289465,10.97997814408382
USA300HOU_RS06230,7.022972741653383,6.9891369139984025,6.5864670895749375,6.665783446894503,6.972814649897137,6.966059737466942,7.198246316816102,7.253853675113798,6.970087027192529,7.2976668583520095,7.311110387504003,7.1604696503296825,7.079256393391341,6.9297614531527945,6.991456711266893,7.0384317229431534,7.024387890697431,7.444644674871558,7.985296288715267,7.257849784431338,7.2200802510813835,7.097267704287446,7.2475966191657015,7.284295565552777
USA300HOU_RS06235,7.077595275296072,7.477577574822162,7.200399551000787,6.949621979987695,7.083749637130724,7.068795064008539,7.5934474602575825,7.525330720318536,7.0486967128381215,7.265638621476632,7.443826054156017,7.332043849498095,7.083061640624827,7.045256828885139,6.969395459392438,7.20723050706621,7.13907677602745,7.3867693874136435,8.349107630115789,7.920315669776088,7.576255216717726,7.5109690737937065,7.528491180793037,7.558016591157143
USA300HOU_RS06240,11.733422675787699,12.228377674387044,12.183200182236106,12.037016468120287,11.700920014681053,11.65114534258266,12.252678375636105,12.249838810967553,11.741229759209693,12.284274905037757,12.294670154315455,12.173080579827573,11.827390548408154,11.84600885598463,11.564467497248993,12.113240792365934,11.597010958540853,11.798126781120903,12.292750652201695,11.727074600123846,11.919536900675096,11.832295340133795,11.624782566854297,11.593123574535086
USA300HOU_RS06250,4.868654801251929,4.247218882280326,4.466944343792181,4.3975079469735165,4.906064749998865,5.029743900994983,4.439674222889598,4.577054361393215,4.932021117539993,4.803813263043676,4.567574451431146,4.600080332461968,4.907690074117794,4.9171318785484965,5.113745556414803,4.7514073891182385,4.667173737632676,4.719579536663887,4.4114885889783215,3.3803825698132632,4.2084762415666255,4.241046591177984,4.52118550434191,4.5640260411160725
USA300HOU_RS06255,6.634731313793222,6.535982802155139,6.297075662981866,6.2812518869588345,6.660398940774112,6.6742642318660135,6.707507455442201,6.669552814602138,6.613273186373503,6.534094349191671,6.668511600230689,6.523964527834286,6.40050697694239,6.61047653400831,6.663303495165599,6.383339285597698,6.4898561685917375,6.5642013899228395,6.789250484931763,7.400445449774942,6.627097455110612,6.625637369030853,6.768044533174296,6.664925329852027
USA300HOU_RS06260,6.376695664814282,6.563559409295392,6.2085381212000685,6.158458428222411,6.585257065325815,6.678494953070841,6.623548137945495,6.491111985559767,6.331851167041945,6.214560257297973,6.4349229655561055,6.456397777192337,6.3233441691259245,6.468232958586664,6.557328771961205,6.236153433748701,6.078992158022209,6.3202959673235455,6.484041289951429,6.8065309468583495,6.418158595866269,6.547179134808526,6.266196414975086,6.25161091242931
USA300HOU_RS06265,10.762780918318644,11.426109969873435,11.780803903430204,11.919634921708655,8.676865636031165,8.623530587274919,11.213267199341338,11.028215610173412,10.787801855123801,10.983869011689961,11.059438890535542,10.88732011060277,11.250383197606244,8.630907389447195,8.553524963924847,11.560213927694434,11.802073838143894,11.710175555536955,8.700126116424897,9.160271938266074,9.263550141375543,9.369300872039762,11.084400241965929,11.078677087013736
USA300HOU_RS06270,10.78495502012693,11.90328870221717,12.083080117630406,12.141843020399785,8.928933574064354,8.882993192315778,11.45682761983571,11.282528074206116,10.745390890705075,11.151606575963354,11.232155225907967,11.054095096140648,11.306832657077472,8.989886037447555,8.76249953383918,11.731152935998304,11.612798992786471,11.638319343555871,8.721246934890615,9.283013714163632,9.301802854118346,9.41639034352562,10.944072575319467,10.920743906967022
USA300HOU_RS06275,3.5475818809098065,3.290907628851993,3.7232052717451447,3.74231764867198,3.2388442689567896,3.5158385857814416,3.549583154057955,3.6353335884287117,3.5973433805523265,3.5181897647260265,3.413913210060764,3.536532593432524,4.0645828255732015,3.2943837099283932,3.353940375902428,3.5893194216630118,3.9082397127226898,4.152464636035049,3.638902339309664,3.7894859510622614,2.8869261128789003,2.9115532207289805,3.3004164478221587,3.2400038560956714
USA300HOU_RS06280,3.3032812381820102,2.2701153357013903,2.969468705460041,2.9457250972070192,3.6108365561185423,3.5264741773967394,2.698449490537429,3.101492050105,3.5241830527858578,3.3999340758844356,3.021973126631217,3.2270744159520235,4.044286664941975,3.5663084048095515,3.8444167012680186,3.302534681325432,3.400840570470065,4.086850486951518,3.313330089764475,2.8352451291753447,2.5636993870135374,2.227137320036075,2.702234790627503,2.9710763474455386
USA300HOU_RS06285,3.1407106709005843,3.0270436779544294,2.970757236842456,2.507204721255216,3.6074647276882468,4.0487419519453605,3.1274245849779887,3.487777518531985,3.6003836418323347,3.2119131696752454,3.1424228952949766,3.0538903679718907,3.2408881486741423,3.858310719672408,3.8224473194882216,3.3900446267524447,3.417765613310612,3.5182360656730456,3.201105191043716,3.60150130344458,3.2139856226939734,3.1812634314368333,3.146522233117995,3.353365800647588
USA300HOU_RS06290,8.523979636511168,8.666165279973642,8.146562149974857,8.086420041720103,9.083604553297302,9.080194888827432,8.646368462636454,8.526641065263648,8.512824374852771,8.515962197698848,8.60628053175629,8.459224597883308,8.20668987068788,8.973643267086356,8.984795946503674,8.423057690773463,7.881424807774977,8.130679964978766,8.95379520163642,9.462692609996386,8.857908476324745,8.947985999598991,8.030300217311451,8.051421957370861
USA300HOU_RS06295,8.417837621762763,8.600485909227071,8.140300955666014,8.065457038459877,8.964997959618128,8.974316096118445,8.541874247915759,8.45804174890578,8.337156540235718,8.35453054658796,8.468052914516793,8.436558306217524,8.217102422854898,8.921354438653779,8.885030416505675,8.290724039421459,7.7118216833073046,8.037311900557688,8.82824780772043,9.068201308983117,8.74975657598903,8.889347659569399,7.802158499329552,7.839986390457527
USA300HOU_RS06300,6.752235254190543,6.75037254560196,6.811682532929133,6.9468554399865745,6.911955636241041,6.842565390627781,6.786448371457283,6.770173771538743,6.775053427386428,6.8086787158568605,6.704449482253568,6.772749397534784,6.903277713198596,6.868992103047585,7.011679965528735,6.777158083264768,8.090008969801724,7.675671332904132,7.141157957369432,6.817095649918723,7.298527441777066,7.337998495377866,7.4311886558969436,7.4026105287709525
USA300HOU_RS06305,7.054316186776668,7.440109940237655,7.656328406381774,7.550853574550586,7.381428813202026,7.237432855934482,7.410274386826657,7.327038211593638,7.02813297301866,7.27732594856062,7.219502415625388,7.28067770550502,7.137643137409189,7.164877399763949,7.225927483392353,7.376358029479407,8.14439142539469,7.611741799538491,7.45281994513451,7.2025087986283,7.525818651352244,7.6133479768842385,7.660732627855222,7.579535917778117
USA300HOU_RS06310,7.967726754129857,8.261776256827304,8.185466118502706,8.303708756871384,8.01384094960551,8.029088551901625,8.260007046874668,8.120142174396971,7.969145863059612,8.078652552509647,8.17316471541885,8.056742721564834,8.072781006178666,8.022721566759502,7.982337630130801,8.217506380170972,8.895755402584406,8.414099898595563,8.108551808466908,8.376983730729165,8.32603657636757,8.417159152377469,8.258475553745441,8.284119113113643
USA300HOU_RS06315,8.613407026593304,8.551771504062534,8.555963607931414,8.641236506681906,8.615105969566681,8.593735417599367,8.585420993950517,8.656150784103094,8.621564297474869,8.592988377261376,8.678210852261195,8.567416271099484,8.710303248403111,8.56356520578828,8.614431096935387,8.730802180604618,9.381430160275292,9.248871740855806,8.541977318171417,8.132767041797884,8.764111391797773,8.791182552813366,8.730398880338335,8.71676592718223
USA300HOU_RS06320,2.5725331989373417,0.879026029236165,2.65006243196651,1.884662261014778,2.1609287693632737,3.2458731285470708,0.8990306890881727,2.7214434309174567,2.812916010943712,2.3768868738719067,2.7990006550499285,2.4167694537807805,2.3598411640368284,3.1180668829813247,3.6548906794427,1.689548141735174,4.151677326175038,4.430838425952845,3.6730036844594944,4.386506679675755,3.082832881686336,2.217617415159356,3.200542182080917,3.708960100899216
USA300HOU_RS06325,11.489965576057436,11.611709784121805,11.465055940852587,11.44770425421453,11.220093841684472,11.202869843963724,11.687516163399467,11.636965125148224,11.531618266049097,11.62752513694797,11.680493461889371,11.687274249873335,11.561431911556753,11.225953497164914,11.1388100493621,11.43975217216549,11.511616572294932,11.670234556221185,12.250486169302967,12.774799126064439,11.954267095485172,12.0505414785304,11.59275509675704,11.649826793777272
USA300HOU_RS06330,9.062184799900916,8.337291490277943,8.818828166103392,8.659820847867469,9.030329393302177,9.042102202131233,8.672695515555603,9.022536805834337,9.099092069017408,9.08791266734323,8.874520213543821,9.189171487232732,9.518355382718623,8.961758817793317,9.012800691455343,8.78059401471299,8.749001483351451,9.862218901821253,9.518267832543902,9.582398788292787,9.009883318844327,9.162140817397773,8.507139233873387,8.539558265754492
USA300HOU_RS06335,11.608559047074467,11.783147070679544,11.586802724623597,11.612902790840373,11.384423659167187,11.362672910679386,11.715650553249061,11.626642242434642,11.584000879847338,11.571306309028762,11.648021259492236,11.592758433584352,11.546993639009496,11.23706702613882,11.182317887068775,11.583426217891887,11.573706672949115,11.552028537293966,11.961765382592182,12.563755929175752,11.653793447385269,11.687630130453687,11.536043195303463,11.508135217628162
USA300HOU_RS06340,9.836385804670886,10.00445850537356,9.892708458689224,9.886199762176624,10.005436865364981,9.971047614718996,9.935052569663466,9.94529701281944,9.805961760481138,9.749797013732893,9.873479002159632,9.889887762928712,9.86208029354442,9.907663805030506,9.87416600312837,9.865019606897034,9.572278695747407,9.71412675040071,10.273165649363044,10.077002324112124,9.555891975152443,9.673430619113145,9.589896526892577,9.570595037321052
USA300HOU_RS06345,10.235003807513863,10.320662372823886,10.220510476469402,10.241955475244328,10.340591740839507,10.313085539215916,10.365860364434182,10.325109749651665,10.274387093863284,10.226471511163117,10.292456858973043,10.294455006900213,10.256194610241383,10.280484846469923,10.254169377411934,10.228487909846647,10.088268814378157,10.103476640644088,10.761860569595905,11.421064500136788,10.075663976485034,10.175667883446998,10.117998998213423,10.184408944224966
USA300HOU_RS06350,8.175950385049893,7.508426563231488,7.8727681227124515,7.837882401996073,8.38031767501153,8.363655218731905,7.824229023452616,8.06857442161749,8.304478815911898,8.196800209987206,8.088787557590901,8.219758512559846,8.269618599733645,8.218230867765232,8.372870929083128,8.004698537641739,8.286640382464538,8.440141078119362,8.776845289345532,8.765568550294487,8.453875170043528,8.373027220554171,8.202888221669935,8.13474436585681
USA300HOU_RS06355,8.095001926640796,8.011460039524064,8.153374438099956,8.016735041508317,8.368041747234573,8.330641659497696,8.129179669627748,8.148378696062554,8.138191648847268,8.315485033255706,8.253868972924378,8.327311528647307,8.196653741086713,8.279734348333381,8.223946583093106,8.076858965524789,7.83630318811842,8.085418989366808,8.408411053915044,7.319952365311196,7.918186119596948,7.789190920180262,7.78559661319892,7.696542443434369
USA300HOU_RS06360,7.997414895713653,7.821484412048257,7.717909804611418,7.79212565607769,8.33436026065051,8.365000694051439,7.790985681169981,7.903146299735035,7.961848897217034,7.821834103620897,7.921535924178515,8.02947072637661,7.935637229107558,8.142698229619999,8.196922573306296,7.874508481634789,7.592134121065913,7.827727388751997,8.188153134117176,7.786765259532696,8.1481449250362,8.284814866373072,7.589846882637329,7.5437557769957015
USA300HOU_RS06365,8.587725551423073,8.549806126609582,8.37883493660611,8.358340437793911,8.927514400364746,8.898967178034825,8.509328740492144,8.51472546291958,8.540394433237202,8.43899356012045,8.543822855801336,8.605948952630065,8.512960018424218,8.837259135156929,8.815462653563694,8.476727304025657,8.100074131729626,8.337769178132339,8.664098976531083,8.228381676766134,8.721160577205692,8.916618123138385,7.977907828247195,7.993028444639237
USA300HOU_RS06370,7.3953501007865325,7.094057522571551,6.862635657356122,6.857678991851034,7.706714399755137,7.676916109362622,7.108068072368045,7.101313481842473,7.397048589322963,7.0573426102878045,7.14443425962104,7.287799190955929,7.092485757470214,7.664070728067462,7.624388984307531,6.982281224014522,6.6438000573560085,6.873728410335642,7.236735962523986,6.8287250890938225,7.298179554179107,7.420338827473327,6.777073220334379,6.825259474379133
USA300HOU_RS06375,8.49942240878321,8.548263742147657,8.377383288691359,8.248089304105857,8.567071112918766,8.47158892756507,8.677101615078971,8.71759827377744,8.468891129601593,8.601202365452009,8.721808273786964,8.543824583405872,8.362833601433088,8.479791432442745,8.4944146573718,8.533068380607654,8.558920851902517,8.6340151369122,8.818985803742523,8.621283760104124,8.680911301603619,8.649305260618727,8.796930973297863,8.920601031921093
USA300HOU_RS06380,8.386360477391706,8.579079989389975,8.249418637263073,8.28096143639511,8.510458166587512,8.542529953146746,8.75716563386826,8.697991150176913,8.336639508916878,8.508217402039259,8.621979344551194,8.486539360812447,8.25347677395105,8.331531119815311,8.386301668553791,8.443247275513382,7.861573223679946,8.084567114701727,8.42921193216683,8.540306967275521,8.185085616835806,8.23987063614914,8.06528199106241,8.035462223901401
USA300HOU_RS06385,8.023326046984867,8.226250602007102,7.8329561068412605,7.7914455970856,8.19487919649812,8.256901935952584,8.287947945207874,8.275324663206646,8.077415973447858,8.125006762716305,8.069966071327457,8.180768750476219,7.976476763385165,8.070013680125566,8.127534363799139,8.084283421821224,7.717231408102101,8.122167501796211,8.212916438357158,9.875380847018894,8.185763839347617,8.3978432366986,7.879618654004981,7.955897102263132
USA300HOU_RS06390,8.649746265667671,8.37633951372464,8.113668477434974,8.178623601156342,8.649532401807063,8.565081164571044,8.566475639691049,8.615048396179732,8.535862061540138,8.629218324659323,8.5196688394067,8.524728053222754,8.478218195406603,8.422784695095974,8.516837705269406,8.401523094020831,8.34440012629687,8.508199865883155,8.573779386016723,9.425315863415411,8.548784203159297,8.611099699891803,8.304946353328003,8.374284630005837
USA300HOU_RS06395,8.904628873325441,8.86279784964152,8.73323504630701,8.672835999090674,8.97385157764016,8.950860107024466,8.968653044743089,8.979464254413424,8.927306097790181,8.884456051149343,8.951189068278671,8.998367652802218,8.830639694110562,8.895584445741594,8.89829364330639,8.829062544887806,8.602452147526344,8.710769470105383,9.206253857354039,9.503063279048613,8.93471498785993,8.999639197509895,8.69310870568319,8.679906955923817
USA300HOU_RS06400,8.890395942649109,8.355832579195537,8.460137963438815,8.650032353844459,8.95197544420531,8.959149377258381,8.609309023446704,8.604400797936746,8.960495085464858,8.86696928712998,8.860186291847635,8.806066324898113,9.141494305647397,9.016830612679893,9.222775007968478,8.84784602027902,8.679052211458233,9.00497423740421,8.9391149217902,8.540528646217703,8.506721328026751,8.222673340339439,8.391992416024781,8.364231081115861
USA300HOU_RS06405,6.3788021042759855,6.413545706080981,6.471874391053585,6.5590774149164535,6.453127131087853,6.521595545422474,6.457969234519067,6.408953991653672,6.456221319881681,6.415185795356872,6.516681407443516,6.504237202584826,6.573060043993027,6.316194288416885,6.473379842228601,6.4110601463331225,5.894618776886616,6.274902663562747,6.512387421606613,6.409090128908303,6.268340928733817,6.270508206537901,5.070719537186915,5.022580773450122
USA300HOU_RS06410,7.551718064941256,7.502438786060697,7.521106151666405,7.593899734113741,7.479601557154857,7.490881313744447,7.446523425832348,7.465561572649841,7.557767982583184,7.387464182883459,7.5245922930052815,7.494198526078023,7.545231485249753,7.4540841886477445,7.398244996591562,7.547185733010139,7.152091630802352,7.301226443028081,7.308909629101458,7.1473992592971625,7.781362688477823,7.959709332624247,6.862272730709273,6.875512412754806
USA300HOU_RS06415,12.140894857392881,12.481832591855351,12.263663403657539,12.156918085962115,11.879754709040528,11.854189103536658,12.425023716140904,12.355852046929753,12.19301143702154,12.49033950913349,12.474866280055457,12.355755025132375,12.128472180735402,12.13049489242098,11.889516742422158,12.375767463025115,12.000471731287757,12.161715944599482,12.701887203699837,12.892752181671419,12.134804954470464,12.050033470575707,12.101226713900974,12.105007649227543
USA300HOU_RS06420,8.886227020867828,9.143696077740907,8.913603648303125,8.907794200235571,9.170513693905734,9.163157869658002,9.118682640854482,9.016010898221696,8.884595394500689,8.934752750680001,8.985984419241893,8.965506377600061,8.837488435153292,9.112829419714863,9.059517427439364,8.890274480492153,8.452691473913305,8.565014162316114,8.625470019187969,8.744594131001097,8.652857303162081,8.745989268495183,8.631309903199053,8.652932337142651
USA300HOU_RS06425,8.888036629800643,8.719864037118564,8.854796523372935,8.901018993834214,8.805565752322986,8.75998031500658,8.801191770806765,8.775705659339074,8.902468226909189,8.85231547071065,8.833318592883325,8.865911536499945,8.909327431987588,8.7849843507454,8.77573480258914,8.840960272416975,8.914048432830565,8.719945369801511,8.569906157030314,8.224872891750454,8.536185030267099,8.526346470123414,8.590297687757923,8.644419276234801
USA300HOU_RS06430,7.64780960640432,7.372459947921015,7.0948844474809825,7.138550011289274,7.9531164544575725,7.959550658864452,7.385082778506438,7.343378135517892,7.651302669319918,7.257863463993847,7.316150156628457,7.467366293739513,7.2931729701902785,7.840963779514055,7.8670579596455745,7.251618960116937,7.342009790071918,7.381616855545884,7.3369962441210035,7.447379705117836,7.915957900028299,7.978173985438477,7.365501819586325,7.436806881221358
USA300HOU_RS06435,7.627931901717748,7.118268103133693,6.842395946623293,6.948601012299289,8.105955253107332,8.051463753804759,7.137409111845356,7.1901380262081505,7.7003514750381505,7.219617175859206,7.145985889323399,7.386289841638909,7.291776747980196,7.9747423483803574,7.977566338921617,7.105681733253963,7.210162333290672,7.472279940291681,7.1860845670498605,7.417093790994617,7.458692063549839,7.586345761986466,7.288618092971305,7.377660601594225
USA300HOU_RS06440,7.341269494737056,6.001357950841682,6.154371774639043,6.24228554530381,7.849725383265644,7.8519986048189425,6.329323000074625,6.613028406627767,7.429748309891878,6.6109313412935755,6.516478510910552,6.891944821777006,7.1160492242093385,7.604122474076854,7.849822491048527,6.53136909818252,6.857773727473487,7.143434034853141,6.808397907727334,5.670292307046747,6.659254919179145,6.460041987988464,7.037221289937527,7.0684972305569085
USA300HOU_RS06445,7.667285641569352,6.614091937238007,6.507651442592883,6.722690116311957,8.142753851079862,8.130360538070319,6.958376135667368,7.071917804519327,7.735866155732597,6.939694455864459,6.927474201937943,7.339843681240488,7.263201790824955,7.903776050233502,8.106766676375985,6.983537227286981,7.124752488497253,7.3475767201714515,7.1482437077118925,6.571109234560209,7.170359318238172,7.162666575493077,7.346167374081234,7.353498491165715
USA300HOU_RS06450,7.474960684013772,6.914808517864922,6.749808764725502,6.672367803418897,8.119445781418664,8.187948176734633,6.98807295593302,7.031233086476005,7.545180722295388,6.869256542503486,6.869849812570572,7.36093258211699,7.214680599008536,7.923008107937133,8.073922574112698,6.889126544433562,6.825052138147887,7.165605753768852,6.868855475016921,5.909560987458228,6.954475209517466,6.868362534113003,6.963786011372785,6.898334085002905
USA300HOU_RS06455,8.550629893398368,8.141759351693457,7.951077955851296,7.964657491758512,8.803292544120996,8.794557342149385,8.198991471177902,8.149223250035291,8.462196678006947,8.105411537064246,8.187391809456358,8.233929786356319,8.275650500834697,8.679464767471607,8.710779633737728,8.072641194587007,8.013547246172353,8.142795667779504,7.847092829710642,8.097512237121476,8.113161497294692,8.22024633345114,8.08016853511352,8.123352208841272
USA300HOU_RS06460,8.638665390635794,8.282488067731968,8.24013878560837,8.230113970725467,8.83670389490733,8.863286109464363,8.320306620924345,8.304383440367177,8.606921218898188,8.322339890164447,8.377867709404889,8.300353333619178,8.451110966401254,8.82606339937638,8.854214957059302,8.213378822039887,8.340694861848718,8.31906544215881,8.147069910384458,8.769340140423086,8.31639495120649,8.317254510354617,8.374964582849342,8.377290183157426
USA300HOU_RS06465,8.497166030052687,7.911566192037477,8.127092954868981,8.06374291537559,8.860630319541817,8.852615824252164,7.901397000631339,8.1112669483222,8.559406443720947,8.376246358734187,8.357800526361821,8.394733095856985,8.531303642718516,8.922423561638453,8.91430504401024,8.250836478730065,7.994967566201483,8.075757108791047,7.7530931364242015,5.566319407453204,7.765880202859194,7.690400426482643,7.855943706638793,7.849925186131706
USA300HOU_RS06470,6.594122157327738,6.4964088903727495,6.35525649021724,6.542879063113433,6.571504623652492,6.602720629078556,6.550209954810822,6.490594425611356,6.673016031246093,6.57692432844707,6.6244775151363635,6.448317188031348,6.5621337616895214,6.391976772476691,6.6548516288546855,6.810879640865033,6.489829021665076,6.935040880768362,6.591195688273597,5.844809466419289,6.938041709597718,6.987132249929697,6.527877275354638,6.328738060399367
USA300HOU_RS06475,9.307534030535438,9.21339830866864,9.161996886444333,9.191080661550313,9.277304421358759,9.28400990374618,9.230597184954537,9.159670898429338,9.262399192402553,9.209147681368178,9.291911441393855,9.11668809154706,9.109925809088386,9.338874139654571,9.206055023906076,9.15862936934514,9.344383882196624,9.171769467418832,9.588694903982582,9.582179128717815,9.658093796096232,9.75784165052171,8.914342625363314,8.921934969967307
USA300HOU_RS06480,9.629654753257194,9.91196987079495,9.786265189204403,9.847420656497,9.751042494559867,9.739697235173312,9.901450403535952,9.755262630330996,9.581347403736814,9.636037166075662,9.79406782109288,9.676727090373538,9.611270066366876,9.756138323173962,9.679551293242168,9.657005525319773,9.633436370414712,9.58135847025107,9.382234128962967,10.47191842609292,9.553154437652706,9.681845540820076,9.533413809132494,9.574241166138064
USA300HOU_RS06485,9.027728769353102,7.134008219568957,8.343241364295961,8.185974948417591,8.418742336643199,8.49403129067129,7.664010863448457,8.428228211621875,9.143145121964938,8.861378603984564,8.592044612902956,8.349253992071835,8.941924129174293,8.711097129392865,8.678385449560782,8.766183286635266,8.335170665426869,8.381518567172652,7.713494561315048,6.288596747036573,8.803928515462806,7.759993682780558,8.333208301452672,8.197167197198247
USA300HOU_RS06490,7.947607768333228,7.669103388532743,7.796971509769664,7.807432351931275,8.003534543542225,7.993131370078786,7.8301533054747505,7.784462827735587,7.979234793797353,7.733972166791572,7.854686253308707,7.926347207218553,7.872969554894363,8.063075709077737,8.016935603812342,7.8171590847856995,7.4382696754166995,7.582516364881737,7.731970894041824,7.143841052102308,7.390381371987518,7.3796188171469685,7.525055545101564,7.54524317518616
USA300HOU_RS06495,8.833811834522436,7.699805184607477,7.51039165736091,7.51173067833522,8.153556744792063,8.126926926708316,7.679262493426994,7.630660163004778,8.773792607228737,7.484041183138405,7.584881379805478,7.595282663128563,7.607995479022883,8.04870468861685,8.108111863377596,7.5757485397033895,7.480860901741046,7.586657002167177,7.823847746457638,7.3942900979279695,7.873023334657508,7.828944332772683,7.21174686682163,7.200739437072527
USA300HOU_RS06500,8.721475887323749,7.135522618938253,7.55806290615301,7.373536027066398,8.193314918905601,8.255029748141553,7.298313851607405,7.448128799285024,8.832635186957779,7.548860136818617,7.3548440933889605,7.624623338514056,7.842914282134043,8.29260110922212,8.325752395619054,7.5361769078734335,7.743217929017504,7.853346396547919,7.892367530537407,6.663983369497088,7.809925509177692,7.468806300750682,7.382402208161478,7.384001634400909
USA300HOU_RS06505,6.564685883780718,5.468151196673349,5.610330232394488,5.663517528145528,6.593228100070222,6.7274293551013935,5.6508039804405845,5.910897542831693,6.369156193810332,5.931543132775419,5.831036744756982,6.051895891901088,6.358609408797838,6.6033560700985126,6.831946993053878,5.835053466968176,5.640127165014326,5.620753123711301,5.624682891433298,4.526657381635172,5.564717886504469,5.2573238516058565,5.903714972666083,5.626152054533878
USA300HOU_RS06510,8.179840166828154,7.808367741010691,7.509492925788334,7.581616837779845,8.388135705647766,8.350058939030351,8.042633523756939,8.024256114616039,8.200933763932001,8.01585026170368,8.080905731531365,7.882003298029195,7.8787313887094115,8.233946501996341,8.337757883655433,7.857988788718637,7.571645168372616,7.552055727651713,7.936198126900716,7.208022585537846,8.027873861879486,8.032477740354729,7.692543284337214,7.753267938577018
USA300HOU_RS06515,8.26687286653055,7.8746232482202725,7.657539697497818,7.736947029803607,8.507079714126007,8.454374385484304,7.98453296130429,8.202086636905756,8.31062030310142,8.108301152266943,8.13389645864312,7.9771611217557785,7.994037082834393,8.499578549068291,8.463109107313652,7.971288028642848,8.1750955893391,8.085249769710678,8.454279738767035,8.562275316360132,8.597714910806598,8.624279565145565,8.27475961789376,8.24203129491832
USA300HOU_RS06520,7.971001982162889,7.9841363415383375,7.877986436986432,7.69088941973687,8.381884074711689,8.334465024265738,7.91567250833612,7.962301873860996,7.994660105804086,7.9768216543848816,7.928218508731737,7.96416765641319,7.9138500793719375,8.340936933489209,8.210070312280378,7.782517442613448,7.144758972786058,7.536639306910271,7.491630542266416,6.444827195541609,7.580520143123762,7.634702439238741,7.3245700613187825,7.25379238150912
USA300HOU_RS06525,6.511942665158664,5.863958471512857,5.821685512063569,5.819899171606061,6.645225237027023,6.598731042057233,6.023688610453782,6.065326085827483,6.496356049131175,6.167014690789676,6.215138133860821,6.235330648807283,6.1069263314976805,6.427681924420174,6.624652399494415,6.171921218372074,6.164373088091525,6.412649060028197,6.29440947305659,5.865002765553252,6.3088850021964165,6.362707656029638,6.278728086274798,6.3356820112114365
USA300HOU_RS06530,6.809917705608098,5.999437995618753,6.058263994487173,6.0968214504311184,6.873165832625562,6.8775012356954175,6.242328378362477,6.397888256475277,6.799387712407082,6.433524311496525,6.412666021799582,6.49942778812478,6.406627140649473,6.706461776273142,6.869959582640603,6.334523598780968,6.52496595301098,6.7194637338055525,6.554677036402937,6.410814453359463,6.571592753211505,6.61489831523453,6.621729152204982,6.669138398013498
USA300HOU_RS06535,6.6863199362690615,5.891173624659804,6.04926541427194,5.7475923166432175,6.763316284777282,6.970605048936348,6.201190208258233,6.240537090364665,6.745804977185236,6.331912183075635,6.2643895559782825,6.630983288053392,6.68162312675513,6.749200755893193,6.988370613714613,6.271174201747339,6.64440260934355,6.657036482654643,6.562658207801062,6.304248988179794,6.541489154569754,6.301153685810545,6.57617744514154,6.776011140283402
USA300HOU_RS06540,10.470666623098325,7.996694603829727,10.657658716575854,10.201717365662171,6.784109521409461,6.679115145561505,7.879624766802646,7.761714630782647,10.462922172833585,7.718044578851223,7.765225147897331,10.695622543993668,10.802558790330961,6.709211049543785,6.567820663120191,7.890520602223708,9.1282062214332,9.446564804172468,4.610002632595448,3.328536103897511,5.356389492652443,5.236225547561298,6.73328429408714,6.641744555556628
USA300HOU_RS06545,9.925417480845152,7.529916402556661,9.927193826154666,9.658036221536817,7.080862904019291,7.051436379757509,7.598988545340752,7.497944278539972,9.940852620451373,7.482978419318101,7.5548202360440335,9.976461425515124,10.195535752376301,7.023443869010644,6.886560376128702,7.518584722246923,8.843420982373198,9.123819627544744,5.952915414519645,6.558528434190197,6.980161635370928,7.0888893139951765,6.689768487578666,6.7301442184241065
